filename,brand,category,doc_type,trade,agent_text_chunks,agent_visual_assets,ingest_status,agent_zone
James Hardie Full Suite,James Hardie,James Hardie Full Suite,Installation_Guide,cladding,2598,0,Text Only,Product Rep
James Hardie Installation Guides,James Hardie,Other,Installation_Guide,cladding,224,0,Text Only,Product Rep
Kingspan Deep Dive - Kingspan KS1000 RW CodeMark Roof Details Ver. Q4 2023 -Technical Drawings.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,122,0,Text Only,Product Rep
Kingspan Deep Dive - Kingspan KS1000 RW CodeMark Roof High Humidity Details Ver. Q4 2023 -Technical Drawings.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,23,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-aircell-insulation-tape-product-datasheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Data_Sheet,insulation_accessories,5,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-architectural-wall-panel-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_panel,43,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-architectural-wall-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,kingspan_panels_general,84,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-architectural-wall-panel-installation-guide-horizontal-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_panel,20,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-architectural-wall-panel-installation-guide-vertical-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_panel,18,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-architectural-wall-panel-technical-drawing-horizontal-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,130,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-architectural-wall-panel-technical-drawing-vertical-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,122,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-awp-evolution-codemark-certificate-en-nz.pdf,Kingspan,Kingspan Deep Dive,Certification,wall_panel,23,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-evolution-panelised-facade-environmental-product-declaration-en-nz-au.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,kingspan_panels_general,58,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-greenguard-gg300-product-datasheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Data_Sheet,below_grade_insulation,7,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k-roc-firemaster-wall-panel-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,fire_rated_panel,17,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k-roc-firemaster-wall-vertical-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,fire_rated_panel,25,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k-roc-rockspan-wall-horizontal-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,37,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k-roc-rockspan-wall-panel-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_panel,26,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k-roc-rockspan-wall-vertical-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,37,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-CF210-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-CF60-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-CF80-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,1,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-CFSR-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-composite-steel-decking-batten-fixing-pattern-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,soffit_insulation,4,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-concrete-rib-application-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-concrete-slab-application-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-concrete-slab-batten-fixing-pattern-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,soffit_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k10-concrete-slab-direct-fixing-pattern-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,soffit_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-external-corner-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-fixing-pattern-option-2-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-inter-story-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-internal-corner-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,1,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-k17-steel-ceiling-battens-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-k17-timber-ceiling-battens-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-wall-base-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-window-head-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-window-jamb-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-concrete-block-window-sill-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-external-corner-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-internal-corner-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-k17-steel-ceiling-battens-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-k17-timber-ceiling-battens-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,1,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-pipe-penetration-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-under-joists-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-wall-base-concrete-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-wall-base-timber-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-wall-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-window-head-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-window-jamb-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k17-timber-frame-window-sill-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-barge-termination-external-rigid-insulation-profiled-metal-cladding-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-continuous-over-rafter-65mm-counter-batten-system-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,4,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-continuous-over-rafter-90mm-counter-batten-system-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,4,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-continuous-under-rafter-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-eaves-termination-external-rigid-insulation-profiled-metal-cladding-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-to-bottom-of-rafters-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-to-top-of-rafters-continous-over-rafter-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-to-top-of-rafters-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-flush-tobottom-of-rafters-continuous-under-rafter-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-frame-fully-filling-the-depth-of-rafters-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-k7-timber-lockwood-roof-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-koolduct-branz-appraisal-en-nz.pdf,Kingspan,Kingspan Deep Dive,Certification,kingspan_boards_general,17,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-koolduct-product-datasheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Data_Sheet,kingspan_boards_general,7,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k10-g2-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,10,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k10-g2w-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,soffit_insulation,6,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k10-greentag-certificate-en-au.pdf,Kingspan,Kingspan Deep Dive,Certification,soffit_insulation,5,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k10-k17-epd-en-au.pdf,Kingspan,Kingspan Deep Dive,EPD,soffit_insulation,574,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k17-product-certificate-en-nz.pdf,Kingspan,Kingspan Deep Dive,Certification,wall_insulation,21,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k17-product-data-sheet-en-nz01.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,13,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k17-user-installation-guide-en-nz01.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_insulation,16,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k20-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,10,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k3-product-datasheet-en-nz-1.pdf,Kingspan,Kingspan Deep Dive,Technical_Data_Sheet,floor_insulation,13,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k5-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,11,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k5-user-installation-guide-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_insulation,6,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k7-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,18,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k7-installation-guide-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,roof_insulation,12,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-kooltherm-k7-k12-epd-en-au.pdf,Kingspan,Kingspan Deep Dive,EPD,roof_insulation,132,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-codemark-certificate-en-nz.pdf,Kingspan,Kingspan Deep Dive,Certification,wall_panel,18,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-roof-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,kingspan_panels_general,52,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-roof-panel-installation-guide-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,roof_panel,28,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-roof-panel-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,roof_panel,33,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-roof-wall-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_panel,67,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-installation-guide-horizontal-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_panel,22,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-installation-guide-vertical-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_panel,21,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-technical-drawing-horizontal-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,86,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-trapezoidal-wall-panel-technical-drawing-vertical-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,wall_panel,103,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1000rw-wall-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,kingspan_panels_general,80,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1100cs-coldstore-panel-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,coldstore_panel,65,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1100cs-coldstore-panel-environmental-product-declaration-en-nz-au.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,kingspan_panels_general,87,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ks1100cs-coldstore-panel-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,coldstore_panel,1,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ksn1000fc-five-crown-horizontal-wall-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,roof_panel,87,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ksn1000fc-five-crown-roof-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,roof_panel,124,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-ksn1000fc-five-crown-vertical-wall-technical-drawing-standard-en-nz.pdf,Kingspan,Kingspan Deep Dive,CAD_Detail,roof_panel,103,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-steico-insulation-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,5,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-therma-tr26-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,11,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-therma-tr27-tt47-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,12,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-therma-tr28-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,12,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-therma-tr28-product-installation-guide-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,roof_insulation,9,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-thermakraft-cavap-alu-product-data-sheet-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,insulation_accessories,7,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-thermakraft-cavap-alu-user-installation-guide-en-nz.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,insulation_accessories,4,0,Text Only,Product Rep
Kingspan Deep Dive - kingspan-wall-roof-ceiling-greentag-certification-scope-en-nz-au.pdf,Kingspan,Kingspan Deep Dive,Certification,wall_panel,6,0,Text Only,Product Rep
Kingspan Deep Dive - steico-installation-guide-version-one.pdf,Kingspan,Kingspan Deep Dive,Installation_Guide,wall_insulation,9,0,Text Only,Product Rep
Kingspan Deep Dive - steico-safety-datasheet-msds-0725.pdf,Kingspan,Kingspan Deep Dive,Technical_Data_Sheet,wall_insulation,5,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-65mm-counter-batten-system-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-90mm-counter-batten-system-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-eaves-termination-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,4,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-ridge-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-roof-barge-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-roof-continuous-over-rafter-valley-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,roof_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-base-concrete-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-base-timber-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-top-no-soffit-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-structural-batten-wall-top-to-soffit-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-external-corner-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-internal-corner-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-pipe-penetration-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-plan-view-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-window-head-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-window-jamb-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,2,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-batten-window-sill-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - steico-universal-timber-frame-wall-structural-floor-level-en-nz.pdf,Kingspan,Kingspan Deep Dive,Technical_Manual,wall_insulation,3,0,Text Only,Product Rep
Kingspan Deep Dive - warranty-new-zealand-v5-0325.pdf,Kingspan,Kingspan Deep Dive,Warranty,kingspan_boards_general,9,0,Text Only,Product Rep
MBIE-Minor-Variation-Guidance,MBIE,MBIE Guidance,MBIE_Guidance,mbie_guidance,41,0,Text Only,Inspector
MBIE-Schedule-1-Exemptions-Guidance,MBIE,MBIE Guidance,MBIE_Guidance,mbie_guidance,332,0,Text Only,Inspector
MBIE-Tolerances-Guide,MBIE,MBIE Guidance,MBIE_Guidance,mbie_guidance,225,0,Text Only,Inspector
Mammoth Deep Dive - Ceiling-blanket-insulation.pdf,Mammoth,Mammoth Deep Dive,Technical_Data_Sheet,general_insulation,9,0,Text Only,Product Rep
Mammoth Deep Dive - InZone-Insulation-EC-25-Cert-to-Apr-26-1.pdf,Mammoth,Mammoth Deep Dive,Certification,general_insulation,1,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Acoustic-Bafflestack-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,acoustic_insulation,4,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Acoustic-Blanket-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,acoustic_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Acoustic-Blanket-and-Wall-Sections-BPIR-Dec-v1.0.pdf,Mammoth,Mammoth Deep Dive,BPIR_Declaration,wall_insulation,6,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Acoustic-Panel-Absorber-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,acoustic_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Acoustic-Panels-BPIR-Dec-v1.1.pdf,Mammoth,Mammoth Deep Dive,BPIR_Declaration,acoustic_insulation,7,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Acoustic-Sections-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,acoustic_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Appraisal-797.pdf,Mammoth,Mammoth Deep Dive,Certification,general_insulation,18,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Appraisal-802.pdf,Mammoth,Mammoth Deep Dive,Certification,general_insulation,17,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Bafflestack-BPIR-Dec-v1.0.pdf,Mammoth,Mammoth Deep Dive,BPIR_Declaration,acoustic_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Carpark-Panel-Installation-Guidelines-_L.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,underfloor_insulation,6,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Carpark-Underfloor-BPIR-Dec-v1.0.pdf,Mammoth,Mammoth Deep Dive,BPIR_Declaration,underfloor_insulation,6,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Ceiling-Blanket-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,ceiling_insulation,10,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Ceiling-Wall-and-Underfloor-Insulation-BPIR-Dec-v1.0.pdf,Mammoth,Mammoth Deep Dive,BPIR_Declaration,underfloor_insulation,6,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Duct-Liner-BPIR-Dec-v1.0.pdf,Mammoth,Mammoth Deep Dive,BPIR_Declaration,duct_insulation,6,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Lifetime-Warranty.pdf,Mammoth,Mammoth Deep Dive,Certification,general_insulation,3,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Material-Safety-Datasheet.pdf,Mammoth,Mammoth Deep Dive,Technical_Data_Sheet,general_insulation,6,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Skillion-Roof-Installation-Guidelines.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,roof_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Underfloor-Blanket-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,underfloor_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Underfloor-Sections-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,underfloor_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-Wall-Sections-Blankets-Installation-Guidelines-June-2024.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,wall_insulation,5,0,Text Only,Product Rep
Mammoth Deep Dive - Mammoth-and-Gib-Noise-Control-Systems.pdf,Mammoth,Mammoth Deep Dive,Technical_Data_Sheet,acoustic_insulation,10,0,Text Only,Product Rep
Mammoth Deep Dive - Martini-dECO-Range-Installation-Guide.pdf,Mammoth,Mammoth Deep Dive,Installation_Guide,acoustic_insulation,7,0,Text Only,Product Rep
